Müügiloa number;Müügiloa staatus;H/V;Pakendikood;Ravimi nimetus;Ravimi tugevus;Ravimvorm;ATC kood;Toimeaine;Pakendi suurus;Müügiloa hoidja organisatsioon;Müügiloa hoidja organisatsiooni ORG ID;Müügiloa kehtivuse alguse kuupäev;Müügiloa kehtivuse lõpu kuupäev;Ravimikaardi number;Ravimikaardi staatus;Ravimi liik;Täiendav järelevalve;Erandid pakendi nõuetest;Toodetud ravimvorm;Manustatav ravimvorm;Ravimis sisalduv toimeaine;Ravimis sisalduva toimeaine tugevus;Referentstoimeaine;Referentstoimeaine tugevus;Manustamisviisid;Seade pakendis;Kõlblikkusaeg;Säilitustingimused;PD pakend;Sisepakendi liik;Sisepakendi materjal;Pakendi komponendi liik;Pakendi komponendi materjal;Müügiloa liik;Müügiloa hoidja organisatsiooni asukoht;Müügiloa hoidja organisatsiooni asukoha LOC ID;ML juhtumi taotluse liik;Juhtumi staatus;Müügiloa taotluse protseduuri number;Esitamise kuupäev;Otsuse kuupäev;Juhtumi lõpu kuupäev
982719;Valid;H;1760633;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;90 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760644;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;98 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760655;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;100 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760587;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;28 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760576;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;14 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760565;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;10 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760554;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;7 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760598;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;30 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760600;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;56 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760611;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;60 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982719;Valid;H;1760622;VALTRICOM;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;84 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6569;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760396;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;60 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760419;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;90 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760330;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;7 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760341;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;10 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760352;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;14 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760363;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;28 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760374;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;30 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760385;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;56 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760420;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;98 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760431;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;100 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982619;Valid;H;1760408;VALTRICOM;160mg, 10mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;84 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6567;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 10mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760509;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;60 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760510;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;84 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760521;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;90 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760497;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;56 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760442;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;7 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760453;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;10 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760475;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;28 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760486;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;30 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760543;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;100 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
982519;Valid;H;1760464;VALTRICOM;160mg, 5mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;valsartaan, hüdroklorotiasiid, amlodipiin;14 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;05.03.2019;05.03.2024;6568;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, valsartaan, amlodipiin;;valsartaan, amlodipiin, hüdroklorotiasiid;160mg, 5mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
